smiles,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,,,4.1,3.12006,4.16019
O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,2.8,2.51505,3.33386
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1,1.35,,,0.797478,1.45589
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,,,-0.47,0.11234,0.2002
O=C1CN(C(=O)c2ccccc2)C(c2ccccc2)c2cc(Cl)ccc2N1,3.31,,,3.80388,3.80394
O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1,3,,,2.91565,2.91573
O=C1CN(C(=O)c2ccco2)c2ccccc2N1,1.21,,,0.631105,0.631146
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,,1.7,,1.61964,1.68978
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,,-0.47,,0.11234,0.2002
O=C1CN(c2ccccc2)C(=O)N1,,0.83,,0.353516,0.370262
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,1.86,,,1.88512,1.88723
O=C1CN=C(O)N1Cc1ccccc1,,0.82,,0.64627,0.65422
O=C1CN=C(c2ccc(Br)cc2)c2cc(Br)ccc2N1,,4.04,,3.34862,3.34871
O=C1CN=C(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,,3.78,,3.33409,3.33414
O=C1CN=C(c2ccc(F)cc2)c2ccccc2N1,,2.38,,2.39084,2.39098
O=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1,,2.59,,1.77681,1.77691
O=C1CN=C(c2cccc(Br)c2)c2cc(Br)ccc2N1,,3.88,,3.26312,3.26318
O=C1CN=C(c2cccc(Cl)c2)c2cc(Br)ccc2N1,,3.63,,3.20014,3.20019
O=C1CN=C(c2ccccc2)c2cc(Br)ccc2N1,,3.11,,2.75666,2.75676
O=C1CN=C(c2ccccc2)c2cc(C(F)(F)F)ccc2N1,,3.1,,2.88188,2.88198
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,,2.93,2.14,2.69651,2.69657
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,,3.97,3.73,3.47952,3.47952
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,,3.73,3.72,3.67924,3.67926
O=C1CN=C(c2ccccc2)c2cc(F)ccc2N1,,2.32,,2.22158,2.22166
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,,2.19,2.12,2.05415,2.05424
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO,,0.96,,0.92425,0.924264
O=C1CN=C(c2ccccc2)c2ccccc2N1,,2.18,,2.15403,2.15422
O=C1CN=C(c2ccccc2Br)c2cc(Br)ccc2N1,,3.3,,3.22858,3.22863
O=C1CN=C(c2ccccc2Br)c2cc(Cl)ccc2N1,,3.17,,3.1956,3.19565
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,,3.3,,3.18656,3.1866
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,,3.15,2.73,3.12392,3.12397
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,3.72,2.41,2.41,2.49146,2.49162
O=C1CN=C(c2ccccc2F)c2cc(Br)ccc2N1,,2.98,,2.7954,2.79545
O=C1CN=C(c2ccccc2F)c2cc(Cl)c(Cl)cc2N1,,3.63,,3.29907,3.29913
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,,2.7,2.15,2.74219,2.74224
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,,3.36,,3.56413,3.56413
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,,1.51,,1.5799,1.57991
O=C1CN=C(c2ccccc2F)c2cc(I)ccc2N1CC(O)CO,,1.81,,1.74126,1.74127
O=C1CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1,,2.15,,2.08523,2.08537
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,,1.87,1.65,1.71797,1.71802
O=C1CN=NC(=O)N1,,-0.59,,-0.919283,-0.278833
O=C1CN=Nc2ccccc21,,0.82,,1.82517,1.82517
O=C1CNC(=O)N1,,-1.69,,-1.64704,-1.64918
O=C1CNC(=O)N1c1ccccc1,,0.04,,0.404796,0.404872
O=C1COC(=O)N1c1ccccc1,,0.93,,0.760693,0.760693
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,3.24,,,2.80179,2.80195
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,3.32,,,2.76286,2.76406
O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,2.23,,,2.35159,4.18691
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,2.19,,,0.752765,1.3119
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1,1.42,,,0.805574,1.44252
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Cl)cc54)CC3)nc2N1,1.33,,,0.965303,1.54861
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(F)cc54)CC3)nc2N1,0.9,,,0.412017,1.01827
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,0.52,,,-0.208541,0.393881
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,1.82,,,0.841692,1.38604
O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,1.04,,,0.644804,1.45748
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,,1.49,,1.00976,1.82859
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,,,0.44,0.63199,1.37456
O=C1C[N+]([O-])=C(c2ccccc2)c2ccccc2N1,,,1.46,0.237567,1.16944
O=C1Cc2ccc(Cl)cc2C=C1C(=O)N[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,,,-0.221,-0.203554,-0.203372
O=C1Cc2ccccc2N1,,1.16,,0.909833,0.909849
O=C1N(Cc2ccc(CO)cc2)[C@@H](Cc2ccccc2)[C@@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1,,,3.56,3.0147,3.0147
O=C1N=C(N2CCCC2)CN1c1ccc(Cl)cc1,,2,,2.12687,2.12687
O=C1N=C(N2CCCCC2)CN1c1ccc(Cl)cc1,,2.3,,2.57171,2.57172
O=C1N=C(N2CCOCC2)CN1Cc1c(Cl)cccc1Cl,,1.3,,1.93182,1.93183
O=C1N=C(N2CCOCC2)CN1Cc1ccc(Br)cc1,,1.4,,1.41033,1.4104
O=C1N=C(N2CCOCC2)CN1Cc1ccc(I)cc1,,1.7,,1.73377,1.73389
O=C1N=C(N2CCOCC2)CN1Cc1cccc(Cl)c1,,1.3,,1.27635,1.27637
O=C1N=C(N2CCOCC2)CN1Cc1ccccc1,,0.5,,0.59861,0.598652
O=C1N=C(N2CCOCC2)CN1Cc1ccccc1Cl,,1,,1.27842,1.27844
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)c(Cl)c1,,1.9,,2.07686,2.07687
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,,1.5,,1.33672,1.33672
O=C1N=C(N2CCOCC2)CN1c1ccccc1,,0.6,,0.592934,0.592936
O=C1N=C(O)C(=Cc2ccc([N+](=O)[O-])o2)S1,,0.63,,0.440274,0.852382
O=C1N=C(O)C(=O)N1Cc1ccccc1,,1.19,,-0.47304,1.04992
O=C1N=C(O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(O)cc1,,3.58,,-0.148211,2.4068
O=C1N=C(O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,4.04,,0.856044,3.01871
O=C1N=C(O)C(c2ccccc2)O1,,1.09,,-0.167288,1.06943
O=C1N=C(O)C2(CCCCCC2)C(O)=N1,,1.36,,-0.77616,0.838045
O=C1N=C(O)C2(CCCCCCC2)C(O)=N1,,1.79,,-0.487387,1.14321
O=C1N=C(O)C2(CCCCCCCCCC2)C(O)=N1,,3.15,,-0.0360688,2.02657
O=C1N=C(O)C2(CCCCCCCCCCC2)C(O)=N1,,3.51,,0.221759,2.33213
O=C1N=C(O)C2=CC(c3ccccc3)N=NC2=N1,,1.56,,-0.203548,1.4465
O=C1N=C(O)CN1Cc1ccccc1,,0.76,,-0.608922,0.65896
O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,2.41,,2.46,2.10879,2.29349
O=C1N=C(O)S/C1=C\c1ccc(OCC2CCCC2)cc1,,,3.21,2.22477,3.42925
O=C1N=C(O)S/C1=C\c1ccc(OCC2CCCCC2)cc1,,,3.66,2.69144,3.80315
O=C1N=C(O)S/C1=C\c1ccc(OCC2CCCCO2)cc1,,,2.02,1.45293,2.68224
O=C1N=C(O)S/C1=C\c1ccc(OCc2ccccc2)cc1,,,3.4,1.76024,3.0429
O=C1N=C2NC(=O)NC2C(=O)N1,,-2.17,,-1.01724,-0.922564
O=C1N=CC(Br)C(=O)N1,,-0.21,,-0.522633,-0.13536
O=C1N=CC(C(F)(F)F)C(=O)N1,,0.04,,-0.418112,0.303726
O=C1N=CC(Cl)C(=O)N1,,-0.35,,-0.633025,-0.229589
O=C1N=CC(F)C(=O)N1,,-0.89,,-0.944037,-0.404044
O=C1N=CC(F)C(=O)N1C(=O)c1ccccc1,,0.8,,0.492009,0.492009
O=C1N=CC(I)C(=O)N1,,0.04,,-0.271623,0.0833166
O=C1N=CCC=N1,,-1.62,,-0.117981,-0.117981
O=C1N=NC(c2ccccc2)c2ccccc21,,2.48,,3.31117,3.31117
O=C1N=NCc2ccccc21,,0.75,,1.91278,1.91278
O=C1NC(=O)/C(=C/c2ccc(OCC3CC3)cc2)S1,,,1.99,2.59193,3.21561
O=C1NC(=O)/C(=C/c2ccc(OCC3CCC3)cc2)S1,,,2.54,3.14302,3.66721
O=C1NC(=O)/C(=C/c2ccccc2)S1,,,1.71,1.18512,2.16493
O=C1NC(=O)/C(=C\c2ccc(O)cc2)S1,,,1.05,0.725592,1.78743
O=C1NC(=O)/C(=C\c2ccc3c(c2)OC(F)(F)O3)S1,2.8,,,1.0586,1.9218
O=C1NC(=O)/C(=C\c2cccc(Cl)c2N2CCNCC2)S1,0.68,,,0.314236,0.356692
O=C1NC(=O)C(=O)C(=O)N1,,-1.84,,-1.42217,-1.35486
O=C1NC(=O)C(Cc2ccc(O)cc2)S1,,,1.32,0.520096,1.25546
O=C1NC(=O)C(Cc2ccc(OCC3CC3)cc2)S1,,,2.26,2.55601,2.97972
O=C1NC(=O)C(Cc2ccc(OCC3CCC3)cc2)S1,,,2.81,3.0927,3.44272
O=C1NC(=O)C(Cc2ccc(OCC3CCCC3)cc2)S1,,,3.38,3.52928,3.80966
O=C1NC(=O)C(Cc2ccc(OCC3CCCCC3)cc2)S1,,,3.94,3.98061,4.2146
O=C1NC(=O)C(Cc2ccc(OCC3CCCCO3)cc2)S1,,,2.29,2.58447,2.84582
O=C1NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)S1,,,3.67,2.96695,3.34508
O=C1NC(=O)C(Cc2ccc3ccccc3c2)=C1O,,,-0.1,0.0793642,2.67015
O=C1NC(=O)C(Cc2ccc3ccccc3c2)S1,2.41,,,2.38005,3.06469
O=C1NC(=O)C(Cc2cccc(Oc3ccccc3)c2)S1,2.84,,,2.81209,3.32985
O=C1NC(=O)C(Cc2ccccc2)(Cc2ccccc2)N1,,2.46,,2.24375,2.26854
O=C1NC(=O)C(Cc2ccccc2)O1,,1.2,,0.646487,1.23891
O=C1NC(=O)C(Cc2ccccc2)S1,,1.98,1.99,1.07968,1.73382
O=C1NC(=O)C(c2ccccc2)(C2CCCCC2)N1,,,2.96,2.10342,2.13343
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,,1.7,,1.65147,1.78018
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,,1.96,,1.59972,2.29805
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,,2.365,,1.99328,2.09036
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,,4.48,,2.27063,4.38042
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,,4.04,,1.34172,3.78075
O=C1NC(=O)C(c2ccccc2)C(=O)N1,,-0.17,,-0.212581,0.93952
O=C1NC(=O)C(c2ccccc2)C1=O,,2.26,,-0.98048,0.621881
O=C1NC(=O)C(c2ccccc2)N1,,0.46,,0.48419,0.496538
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,1.79,,,1.91421,2.04322
O=C1NC(=O)C2(CC2)C(=O)N1,,-0.53,,-0.623876,-0.580057
O=C1NC(=O)C2(CCC2)C(=O)N1,,-0.27,,-0.130772,-0.0998355
O=C1NC(=O)C2(CCCC2)C(=O)N1,,0.24,,0.343675,0.382071
O=C1NC(=O)C2(CCCCC2)C(=O)N1,,0.91,,0.734771,0.795528
O=C1NC(=O)C2(CCCCCc3ccccc32)N1,,,2.46,1.59263,1.63898
O=C1NC(=O)C2(CCCCc3ccccc32)N1,,,1.96,1.329,1.37766
O=C1NC(=O)C2(CCCc3ccccc32)N1,,,1.46,1.10626,1.15125
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,,0.78,,0.535215,0.68386
O=C1NC(=O)C2(CCc3ccccc32)N1,,,0.96,0.891989,0.936136
O=C1NC(=O)N(c2ccccc2)C1=O,,0.6,,0.265581,1.42906
O=C1NC(=O)c2cc(-c3ccccc3)ccc21,,2.97,,2.25079,3.08385
O=C1NC(=O)c2cc(OCc3ccccc3)ccc21,3.1,,,2.16771,3.09126
O=C1NC(=O)c2ccccc21,,1.15,,0.337137,0.992282
O=C1NC(=S)NC(=O)C12CCCCC2,,1.78,,1.09756,1.44527
O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,,0.14,,0.0364953,1.18133
O=C1NC(=S)SC1=Cc1ccc([N+](=O)[O-])o1,,0.74,,1.02529,1.12784
O=C1NC(Cc2c[nH]c3ccccc23)C(=O)NC1Cc1c[nH]c2ccccc12,,2.04,,2.02254,2.02254
O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1,,1.59,,1.64293,1.64293
O=C1NC(c2ccc(Br)cc2)Nc2ccccc21,2.68,,,2.72751,2.72754
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO,,2.23,,1.57082,1.57094
O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,,,2.47,2.52288,2.54562
O=C1NC2(c3ccccc3)CCCCCN1C2=O,,,2.51,1.71296,1.71299
O=C1NC2(c3ccccc3)CCCCN1C2=O,,,2.01,1.4497,1.44975
O=C1NCCN1c1ncc([N+](=O)[O-])s1,,0.95,0.95,1.23398,1.23418
O=C1NCC[C@H]2CNC(=O)[C@@H]12,,,-1.95,-1.73316,-1.14843
O=C1NCCc2[nH]c(-c3ccncc3)cc21,1.49,,,1.39854,1.39939
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,,5.86,,4.87423,5.58925
O=C1NN(c2ccccc2)CC1Cc1cccs1,,,2.476,2.186,2.18647
O=C1NN(c2ccccc2)CC1SCc1ccccc1,,,3.632,2.55004,2.5505
O=C1NN(c2ccccc2)CC1Sc1ccccn1,,,2.157,1.66535,1.66619
O=C1NS(=O)(=O)c2ccccc21,,0.91,,-1.1069,0.308134
O=C1N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,,,2.19,1.31112,1.31274
O=C1N[C@H](Cc2ccccc2)C(=O)N[C@@H]1Cc1ccccc1,,,2.86,1.64293,1.64293
O=C1Nc2cc(Cl)ccc2C(=O)C1C(=O)C1CC1,,2.35,,0.70708,1.96414
O=C1Nc2cc(Cl)ccc2C(=O)C1c1cccc(Cc2ccc(CCN3CCOCC3)cc2)c1,,5.2,,3.81727,4.27581
O=C1Nc2cc(Cl)ccc2C(=O)C1c1cccc(Oc2ccccc2)c1,,5.1,,2.44487,4.71889
O=C1Nc2cc(Cl)ccc2C(=O)C1c1ccccc1,,3.5,,1.48451,3.19835
O=C1Nc2cc(Cl)ccc2CC1[N+](=O)[O-],,,0.62,1.21595,1.92054
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,,2.24,2.17,1.94517,1.94523
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.38,2.39,2.38,2.36135,2.36142
O=C1Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1O,,,1.48,2.0524,2.05247
O=C1Nc2ccc(S(=O)(=O)N3CCC[C@@H]3CNc3ccccc3)cc2C1=O,2.4,,,1.90026,1.90563
O=C1Nc2ccc(S(=O)(=O)N3CCC[C@@H]3COc3ccccc3)cc2C1=O,2.7,,,2.16277,2.16822
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,,0.47,0.47,0.555808,0.599026
O=C1Nc2ccc3cc4ccccc4nc3c2CO1,,,1.64,2.62678,2.62781
O=C1Nc2ccccc2B(O)N1c1ccccc1,1.4,,,2.47748,2.47806
O=C1Nc2ccccc2C1(O)c1ccccc1,1.71,,,1.97738,1.97746
O=C1Nc2ccccc2C1=O,,0.83,,0.605644,0.612025
O=C1Nc2ccccc2C1c1ccccc1,,2.59,,2.44272,2.44276
O=C1Nc2ccccc2CC1c1ccccc1,,2.93,,2.63859,2.63861
O=C1OC(=Nc2ccc(Cl)cc2)C2=C1CCCC2,,3.84,,3.38742,3.38742
O=C1OC(=O)c2ccccc21,,1.6,,0.890763,0.890763
O=C1OC(C(O)CO)C(O)=C1O,,,-4.04,-1.63316,-1.63769
O=C1OC(C(O)CO)C(O)C1=O,,-1.85,,-1.8877,-1.8877
O=C1OC(C2CCCCC2)c2ccccc21,,3.34,,3.87881,3.87881
O=C1OC(CO)(COC(=O)c2ccc(-c3ccccc3)cc2)C/C1=C/c1ccc(-c2ccccc2)cc1,,,5.66,6.3166,6.3166
O=C1OC(CO)(COC(=O)c2ccccc2)C/C1=C/c1ccc(-c2ccccc2)cc1,,,3.9,4.68905,4.68905
O=C1OC(Cc2ccccc2)C/C1=C/c1cccc2ccccc12,,,5.08,5.65286,5.65286
O=C1OC(Cc2ccccc2)C/C1=C/c1ccccc1,,,4.08,4.40879,4.40879
O=C1OC(Cc2ccccc2)c2ccccc21,,3.12,,3.61719,3.61719
O=C1OC(O)C(C(Cl)Cl)=C1Cl,,1.13,,1.07281,1.07281
O=C1OC(O)c2ccccc21,,0.57,,0.641596,0.641596
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,,2.89,,3.94839,3.95576
O=C1OC(c2ccccc2)c2ccccc21,,2.64,,3.32278,3.32278
O=C1OC2(CCCC2)c2ccccc21,,2.56,,2.87318,2.87318
O=C1OC2(c3ccccc3)CCCCCN1C2=O,,,3.05,2.13498,2.13498
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,-0.12,,-0.04,0.684336,0.684336
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,,-0.04,,0.684336,0.684336
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,,3.2,,3.68551,3.68551
O=C1OCc2ccccc21,,0.8,,1.44783,1.44783
O=C1O[C@@H](COc2ccon2)CN1c1ccc(C2=CCOCC2)c(F)c1,2.61,,,2.67236,2.67236
O=C1O[C@@H](Cn2nncc2F)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,3.54,,,2.14491,2.14491
O=C1O[C@@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,2,,,2.19273,2.86158
O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1,0.9,,,1.08304,1.79791
O=C1O[C@]2(c3ccccc3)CCCCN1C2=O,,,2.65,1.85524,1.85524
O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,,8.5,,4.36801,7.6105
O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O,,2.07,,1.29598,2.45114
O=C1Oc2ccccc2CN1CCO[N+](=O)[O-],,1.82,,2.20112,2.20112
O=C1[C@@H](CC[C@H](O)c2ccc(F)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(F)cc1,,,3.4,4.1783,4.17987
O=C1[C@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,3.94,,,3.20103,3.20122
O=C1c2c(Cl)cccc2Cc2cccc(Cl)c21,,,3.51,4.32059,4.32059
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,,0.95,,0.617528,0.951609
O=C1c2c(O)cccc2C(Br)c2cccc(O)c21,,,3.94,3.81401,3.88344
O=C1c2c(O)cccc2C(C(=O)Cc2c[nH]c3ccccc23)c2cccc(O)c21,,,3.77,4.36847,4.42353
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(-c3ccccc3)cc2)c2cccc(O)c21,,,5.02,5.83258,5.86921
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Br)cc2)c2cccc(O)c21,,,4.6,4.76149,4.8387
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(C(F)(F)F)cc2)c2cccc(O)c21,,,4.4,4.70844,4.78222
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Cl)c(Cl)c2)c2cccc(O)c21,,,4.74,5.02499,5.21951
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Cl)cc2)c2cccc(O)c21,,,4.49,4.72038,4.82976
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(F)cc2)c2cccc(O)c21,,,4.11,4.48864,4.55765
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(I)cc2)c2cccc(O)c21,,,4.8,5.01182,5.06297
O=C1c2c(O)cccc2C(C(=O)Cc2ccc3c(c2)OCO3)c2cccc(O)c21,,,4.06,3.5622,3.67426
O=C1c2c(O)cccc2C(C(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)c2cccc(O)c21,,,3.91,6.01476,6.13388
O=C1c2c(O)cccc2C(C(=O)c2ccccc2)c2cccc(O)c21,,,3.81,4.10786,4.18905
O=C1c2c(O)cccc2C(C2c3cccc(O)c3C(=O)c3c(O)cccc32)c2cccc(O)c21,,,5.01,4.38553,4.84538
O=C1c2c(O)cccc2C(C=Nc2ccccc2)c2cccc(O)c21,,4.96,,3.49091,3.53208
O=C1c2c(O)cccc2C(CCCCc2ccccc2)c2cccc(O)c21,,,5.72,6.18688,6.20301
O=C1c2c(O)cccc2C(CCCc2ccccc2)c2cccc(O)c21,,,5.51,5.69824,5.71778
O=C1c2c(O)cccc2C(CCc2cc(O)c(O)c(O)c2)c2cccc(O)c21,,,3.09,3.59987,3.74412
O=C1c2c(O)cccc2C(CCc2ccc(O)c(O)c2)c2cccc(O)c21,,,3.65,3.94756,3.99243
O=C1c2c(O)cccc2C(CCc2ccc(O)cc2)c2cccc(O)c21,,,4.1,4.6959,4.72621
O=C1c2c(O)cccc2C(CCc2ccccc2)c2cccc(O)c21,,,5.27,5.31733,5.3414
O=C1c2c(O)cccc2C(Cc2ccc([N+](=O)[O-])cc2)c2cccc(O)c21,,,4.16,4.35782,4.48573
O=C1c2c(O)cccc2C(Cc2ccccc2)(Cc2ccccc2)c2cccc(O)c21,,,4.33,6.29083,6.38461
O=C1c2c(O)cccc2C(Cc2ccccc2)c2cccc(O)c21,,,4.5,4.90689,4.95036
O=C1c2c(O)cccc2C(Cc2ccncc2)c2cccc(O)c21,,,3.47,3.39227,3.46596
O=C1c2c(O)cccc2C(O)c2cccc(O)c21,,,2.91,2.35168,2.37293
O=C1c2c(O)cccc2C(OCc2ccccc2)c2cccc(O)c21,,,4.25,4.44611,4.47636
O=C1c2c(O)cccc2C(SCc2ccccc2)c2cccc(O)c21,,,4.87,5.00007,5.03037
O=C1c2c(O)cccc2C([C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c2cc(CO)cc(O)c21,,,1.83,-0.0401578,0.0174838
O=C1c2c(O)cccc2Cc2cc(CO)cc(O)c21,,,3.37,2.69805,2.71579
O=C1c2c(O)cccc2Cc2cc(Cc3cc(O)ccc3O)cc(O)c21,,,3.2,3.77222,3.80492
O=C1c2c(O)cccc2Cc2cc(Cc3ccc(O)c(O)c3)cc(O)c21,,,3.88,3.949,4.00817
O=C1c2c(O)cccc2Cc2cc(Cc3ccc(O)cc3)cc(O)c21,,,4.52,4.63091,4.66615
O=C1c2c(O)cccc2Cc2cc(Cc3ccc(O)cc3O)cc(O)c21,,,3.67,3.92528,3.97882
O=C1c2c(O)cccc2Cc2cc(Cc3ccccc3)cc(O)c21,,,5.29,5.26954,5.29866
O=C1c2c(O)cccc2Cc2ccc(CCCCc3ccccc3)c(O)c21,,,6.81,6.25791,6.27258
O=C1c2c(O)cccc2Cc2ccc(CCCc3cc(O)c(O)c(O)c3)c(O)c21,,,3.96,4.03693,4.14091
O=C1c2c(O)cccc2Cc2ccc(CCCc3ccc(O)cc3)c(O)c21,,,5.27,5.17819,5.20501
O=C1c2c(O)cccc2Cc2ccc(CCCc3ccccc3)c(O)c21,,,6.44,5.84764,5.8686
O=C1c2c(O)cccc2Cc2ccc(CCc3ccccc3)c(O)c21,,,6.23,5.5372,5.57106
O=C1c2c(O)cccc2Cc2ccc(Cc3cc(O)ccc3O)c(O)c21,,,3.33,3.72371,3.76931
O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(C(F)(F)F)cc3)c(O)c21,,,5.92,5.56441,5.62505
O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(Cl)cc3)c(O)c21,,,5.98,5.55538,5.61048
O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(O)c(O)c3)c(O)c21,,,4.01,3.91386,3.96733
O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(O)cc3)c(O)c21,,,4.66,4.58255,4.61363
O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(O)cc3O)c(O)c21,,,3.68,3.94011,3.98787
O=C1c2c(O)cccc2Cc2ccc(Cc3cccc(Oc4ccccc4)c3)c(O)c21,,,6.35,6.37477,6.41257
O=C1c2c(O)cccc2Cc2ccc(Cc3ccccc3)c(O)c21,,,5.61,5.25062,5.27432
O=C1c2c(O)cccc2Cc2ccc(Cc3ccccc3O)c(O)c21,,,4.67,4.47838,4.51601
O=C1c2c(O)cccc2Cc2cccc(O)c21,,,4.23,3.45397,3.4801
O=C1c2cc(Cl)ccc2OCN1CCO[N+](=O)[O-],,2.3,2.56,2.42804,2.42804
O=C1c2cc(O)ccc2OCN1CCO[N+](=O)[O-],,1.63,,1.54119,1.545
